AGREEMENT,QUOTENUMBER,REVISION,METERID,AGREE_START_DATE,PR_RELEASED_DATE,MAXPARSEDUIDRAW,RECENT_PARSED_FOR_PR,MAXEWORXFORECASTID,A.MAXEWORXFORECASTID||'.JSON',EW_ANNUAL_CONSUMPTION
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015030034,01/01/2019,03/26/2018,"2,360,853",03/26/2018,20180326123600750000_PJM_COMED_6015030034,20180326123600750000_PJM_COMED_6015030034.json,"3,101"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015014012,01/01/2019,03/26/2018,"2,360,854",03/26/2018,20180326123501453000_PJM_COMED_6015014012,20180326123501453000_PJM_COMED_6015014012.json,"4,134"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015013015,01/01/2019,03/26/2018,"2,360,855",03/26/2018,20180326123502592000_PJM_COMED_6015013015,20180326123502592000_PJM_COMED_6015013015.json,"5,461"
1-GYZPT2,1-A2S32T,4,PJM_COMED_9114604026,01/01/2019,03/26/2018,"2,360,856",03/26/2018,20180326123501781000_PJM_COMED_9114604026,20180326123501781000_PJM_COMED_9114604026.json,"14,213"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376192024,01/01/2019,03/26/2018,"2,360,857",03/26/2018,20180326123500377000_PJM_COMED_2376192024,20180326123500377000_PJM_COMED_2376192024.json,"13,498"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0186017014,01/01/2019,03/26/2018,"2,360,858",03/26/2018,20180326123502670000_PJM_COMED_0186017014,20180326123502670000_PJM_COMED_0186017014.json,"10,066"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239533008,01/01/2019,03/26/2018,"2,360,859",03/26/2018,20180326124107764000_PJM_COMED_5239533008,20180326124107764000_PJM_COMED_5239533008.json,"18,215"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015004007,01/01/2019,03/26/2018,"2,360,860",03/26/2018,20180326123702465000_PJM_COMED_6015004007,20180326123702465000_PJM_COMED_6015004007.json,"6,040"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5817198007,01/01/2019,03/26/2018,"2,360,861",03/26/2018,20180326124006299000_PJM_COMED_5817198007,20180326124006299000_PJM_COMED_5817198007.json,"9,217"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0954495008,01/01/2019,03/26/2018,"2,360,862",03/26/2018,20180326133101181000_PJM_COMED_0954495008,20180326133101181000_PJM_COMED_0954495008.json,"17,074,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015067031,01/01/2019,03/26/2018,"2,360,863",03/26/2018,20180326124007110000_PJM_COMED_6015067031,20180326124007110000_PJM_COMED_6015067031.json,"11,618"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376199005,01/01/2019,03/26/2018,"2,360,864",03/26/2018,20180326123905021000_PJM_COMED_2376199005,20180326123905021000_PJM_COMED_2376199005.json,"51,672"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5931834011,01/01/2019,03/26/2018,"2,360,865",03/26/2018,20180326124108372000_PJM_COMED_5931834011,20180326124108372000_PJM_COMED_5931834011.json,"6,342"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2529325042,01/01/2019,03/26/2018,"2,360,866",03/26/2018,20180326123900933000_PJM_COMED_2529325042,20180326123900933000_PJM_COMED_2529325042.json,"7,112"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2949701000,01/01/2019,03/26/2018,"2,360,867",03/26/2018,20180326124004396000_PJM_COMED_2949701000,20180326124004396000_PJM_COMED_2949701000.json,"22,750"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4974243040,01/01/2019,03/26/2018,"2,360,868",03/26/2018,20180326123901417000_PJM_COMED_4974243040,20180326123901417000_PJM_COMED_4974243040.json,"10,430"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5478434002,01/01/2019,03/26/2018,"2,360,869",03/26/2018,20180326123810638000_PJM_COMED_5478434002,20180326123810638000_PJM_COMED_5478434002.json,"35,161"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5733356007,01/01/2019,03/26/2018,"2,360,870",03/26/2018,20180326123901495000_PJM_COMED_5733356007,20180326123901495000_PJM_COMED_5733356007.json,"4,792"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4893171012,01/01/2019,03/26/2018,"2,360,871",03/26/2018,20180326123907642000_PJM_COMED_4893171012,20180326123907642000_PJM_COMED_4893171012.json,"18,902"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5931832008,01/01/2019,03/26/2018,"2,360,872",03/26/2018,20180326123800482000_PJM_COMED_5931832008,20180326123800482000_PJM_COMED_5931832008.json,"22,931"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4072056005,01/01/2019,03/26/2018,"2,360,873",03/26/2018,20180326123704727000_PJM_COMED_4072056005,20180326123704727000_PJM_COMED_4072056005.json,"107,370"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0188382014,01/01/2019,03/26/2018,"2,360,874",03/26/2018,20180326123801153000_PJM_COMED_0188382014,20180326123801153000_PJM_COMED_0188382014.json,"1,037,300"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6504550007,01/01/2019,03/26/2018,"2,360,875",03/26/2018,20180326124007453000_PJM_COMED_6504550007,20180326124007453000_PJM_COMED_6504550007.json,"281,010"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015050009,01/01/2019,03/26/2018,"2,360,876",03/26/2018,20180326124110369000_PJM_COMED_6015050009,20180326124110369000_PJM_COMED_6015050009.json,"15,839"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015031040,01/01/2019,03/26/2018,"2,360,877",03/26/2018,20180326124102054000_PJM_COMED_6015031040,20180326124102054000_PJM_COMED_6015031040.json,"1,495"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4974235048,01/01/2019,03/26/2018,"2,360,878",03/26/2018,20180326123809452000_PJM_COMED_4974235048,20180326123809452000_PJM_COMED_4974235048.json,"5,954"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6416842009,01/01/2019,03/26/2018,"2,360,879",03/26/2018,20180326123703058000_PJM_COMED_6416842009,20180326123703058000_PJM_COMED_6416842009.json,"26,193"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0938592002,01/01/2019,03/26/2018,"2,360,880",03/26/2018,20180326124100884000_PJM_COMED_0938592002,20180326124100884000_PJM_COMED_0938592002.json,"1,597,100"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239532001,01/01/2019,03/26/2018,"2,360,882",03/26/2018,20180326124107374000_PJM_COMED_5239532001,20180326124107374000_PJM_COMED_5239532001.json,"3,345"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6416840005,01/01/2019,03/26/2018,"2,360,883",03/26/2018,20180326124103037000_PJM_COMED_6416840005,20180326124103037000_PJM_COMED_6416840005.json,"5,115"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239537015,01/01/2019,03/26/2018,"2,360,884",03/26/2018,20180326123707098000_PJM_COMED_5239537015,20180326123707098000_PJM_COMED_5239537015.json,"29,721"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2529344001,01/01/2019,03/26/2018,"2,360,885",03/26/2018,20180326123906128000_PJM_COMED_2529344001,20180326123906128000_PJM_COMED_2529344001.json,"15,823"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4974241019,01/01/2019,03/26/2018,"2,360,886",03/26/2018,20180326124107156000_PJM_COMED_4974241019,20180326124107156000_PJM_COMED_4974241019.json,"1,561"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2529336009,01/01/2019,03/26/2018,"2,360,887",03/26/2018,20180326123704493000_PJM_COMED_2529336009,20180326123704493000_PJM_COMED_2529336009.json,"9,941"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5742656001,01/01/2019,03/26/2018,"2,360,888",03/26/2018,20180326123701966000_PJM_COMED_5742656001,20180326123701966000_PJM_COMED_5742656001.json,"35,065"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015057035,01/01/2019,03/26/2018,"2,360,889",03/26/2018,20180326123901620000_PJM_COMED_6015057035,20180326123901620000_PJM_COMED_6015057035.json,"3,721"
1-GYZPT2,1-A2S32T,4,PJM_COMED_3632076015,01/01/2019,03/26/2018,"2,360,890",03/26/2018,20180326123704555000_PJM_COMED_3632076015,20180326123704555000_PJM_COMED_3632076015.json,"28,238"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5931829038,01/01/2019,03/26/2018,"2,360,891",03/26/2018,20180326124101820000_PJM_COMED_5931829038,20180326124101820000_PJM_COMED_5931829038.json,"7,712"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2797512006,01/01/2019,03/26/2018,"2,360,892",03/26/2018,20180326123906503000_PJM_COMED_2797512006,20180326123906503000_PJM_COMED_2797512006.json,"1,385,500"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1059038033,01/01/2019,03/26/2018,"2,360,893",03/26/2018,20180326124104628000_PJM_COMED_1059038033,20180326124104628000_PJM_COMED_1059038033.json,"21,204"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0474192008,01/01/2019,03/26/2018,"2,360,894",03/26/2018,20180326124001353000_PJM_COMED_0474192008,20180326124001353000_PJM_COMED_0474192008.json,"1,087,400"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015044029,01/01/2019,03/26/2018,"2,360,895",03/26/2018,20180326124110135000_PJM_COMED_6015044029,20180326124110135000_PJM_COMED_6015044029.json,"5,777"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0524317002,01/01/2019,03/26/2018,"2,360,896",03/26/2018,20180326123801574000_PJM_COMED_0524317002,20180326123801574000_PJM_COMED_0524317002.json,"10,316,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2624410020,01/01/2019,03/26/2018,"2,360,897",03/26/2018,20180326123700920000_PJM_COMED_2624410020,20180326123700920000_PJM_COMED_2624410020.json,"1,119,600"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5817205016,01/01/2019,03/26/2018,"2,360,898",03/26/2018,20180326123707753000_PJM_COMED_5817205016,20180326123707753000_PJM_COMED_5817205016.json,"8,093"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0611448009,01/01/2019,03/26/2018,"2,360,899",03/26/2018,20180326123804772000_PJM_COMED_0611448009,20180326123804772000_PJM_COMED_0611448009.json,"15,521,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2529321008,01/01/2019,03/26/2018,"2,360,900",03/26/2018,20180326123807658000_PJM_COMED_2529321008,20180326123807658000_PJM_COMED_2529321008.json,"768,350"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6249648008,01/01/2019,03/26/2018,"2,360,901",03/26/2018,20180326123910247000_PJM_COMED_6249648008,20180326123910247000_PJM_COMED_6249648008.json,"115,760"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0465102005,01/01/2019,03/26/2018,"2,360,902",03/26/2018,20180326123813368000_PJM_COMED_0465102005,20180326123813368000_PJM_COMED_0465102005.json,"6,580"
1-GYZPT2,1-A2S32T,4,PJM_COMED_9114242008,01/01/2019,03/26/2018,"2,360,903",03/26/2018,20180326123703416000_PJM_COMED_9114242008,20180326123703416000_PJM_COMED_9114242008.json,"138,870"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0663063027,01/01/2019,03/26/2018,"2,360,904",03/26/2018,20180326123703916000_PJM_COMED_0663063027,20180326123703916000_PJM_COMED_0663063027.json,"358,420"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4483563000,01/01/2019,03/26/2018,"2,360,905",03/26/2018,20180326123704961000_PJM_COMED_4483563000,20180326123704961000_PJM_COMED_4483563000.json,"205,830"
1-GYZPT2,1-A2S32T,4,PJM_COMED_3472628008,01/01/2019,03/26/2018,"2,360,906",03/26/2018,20180326123704508000_PJM_COMED_3472628008,20180326123704508000_PJM_COMED_3472628008.json,"1,536,100"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0369135026,01/01/2019,03/26/2018,"2,360,907",03/26/2018,20180326123801450000_PJM_COMED_0369135026,20180326123801450000_PJM_COMED_0369135026.json,"21,471"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5831267009,01/01/2019,03/26/2018,"2,360,908",03/26/2018,20180326124006470000_PJM_COMED_5831267009,20180326124006470000_PJM_COMED_5831267009.json,"65,973"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4483566047,01/01/2019,03/26/2018,"2,360,909",03/26/2018,20180326124004520000_PJM_COMED_4483566047,20180326124004520000_PJM_COMED_4483566047.json,"7,196"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239546005,01/01/2019,03/26/2018,"2,360,910",03/26/2018,20180326124005784000_PJM_COMED_5239546005,20180326124005784000_PJM_COMED_5239546005.json,"3,254"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0419073055,01/01/2019,03/26/2018,"2,360,911",03/26/2018,20180326124007703000_PJM_COMED_0419073055,20180326124007703000_PJM_COMED_0419073055.json,"11,834"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0354469006,01/01/2019,03/26/2018,"2,360,912",03/26/2018,20180326123813259000_PJM_COMED_0354469006,20180326123813259000_PJM_COMED_0354469006.json,"1,289,200"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0969045029,01/01/2019,03/26/2018,"2,360,913",03/26/2018,20180326123704290000_PJM_COMED_0969045029,20180326123704290000_PJM_COMED_0969045029.json,"217,220"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015029004,01/01/2019,03/26/2018,"2,360,914",03/26/2018,20180326124109839000_PJM_COMED_6015029004,20180326124109839000_PJM_COMED_6015029004.json,"7,055"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0767412000,01/01/2019,03/26/2018,"2,360,915",03/26/2018,20180326124001931000_PJM_COMED_0767412000,20180326124001931000_PJM_COMED_0767412000.json,"204,650"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1518151017,01/01/2019,03/26/2018,"2,360,916",03/26/2018,20180326123805350000_PJM_COMED_1518151017,20180326123805350000_PJM_COMED_1518151017.json,"727,100"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5733366003,01/01/2019,03/26/2018,"2,360,917",03/26/2018,20180326124101352000_PJM_COMED_5733366003,20180326124101352000_PJM_COMED_5733366003.json,"8,503"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2161113026,01/01/2019,03/26/2018,"2,360,918",03/26/2018,20180326123814039000_PJM_COMED_2161113026,20180326123814039000_PJM_COMED_2161113026.json,"24,536"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5931833023,01/01/2019,03/26/2018,"2,360,919",03/26/2018,20180326133101664000_PJM_COMED_5931833023,20180326133101664000_PJM_COMED_5931833023.json,30
1-GYZPT2,1-A2S32T,4,PJM_COMED_4253302004,01/01/2019,03/26/2018,"2,360,920",03/26/2018,20180326123809062000_PJM_COMED_4253302004,20180326123809062000_PJM_COMED_4253302004.json,"97,145"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376186017,01/01/2019,03/26/2018,"2,360,922",03/26/2018,20180326123903554000_PJM_COMED_2376186017,20180326123903554000_PJM_COMED_2376186017.json,"723,710"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1310153006,01/01/2019,03/26/2018,"2,360,923",03/26/2018,20180326133101040000_PJM_COMED_1310153006,20180326133101040000_PJM_COMED_1310153006.json,"25,970,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5817207001,01/01/2019,03/26/2018,"2,360,924",03/26/2018,20180326124101586000_PJM_COMED_5817207001,20180326124101586000_PJM_COMED_5817207001.json,"14,005"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4483568023,01/01/2019,03/26/2018,"2,360,925",03/26/2018,20180326124005113000_PJM_COMED_4483568023,20180326124005113000_PJM_COMED_4483568023.json,"13,383"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4974246032,01/01/2019,03/26/2018,"2,360,926",03/26/2018,20180326124005410000_PJM_COMED_4974246032,20180326124005410000_PJM_COMED_4974246032.json,"4,956"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376205035,01/01/2019,03/26/2018,"2,360,927",03/26/2018,20180326124004302000_PJM_COMED_2376205035,20180326124004302000_PJM_COMED_2376205035.json,"7,772"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6416841002,01/01/2019,03/26/2018,"2,360,928",03/26/2018,20180326124103255000_PJM_COMED_6416841002,20180326124103255000_PJM_COMED_6416841002.json,"83,190"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6584652000,01/01/2019,03/26/2018,"2,360,929",03/26/2018,20180326123911058000_PJM_COMED_6584652000,20180326123911058000_PJM_COMED_6584652000.json,"12,900"
1-GYZPT2,1-A2S32T,4,PJM_COMED_9260312006,01/01/2019,03/26/2018,"2,360,930",03/26/2018,20180326124103848000_PJM_COMED_9260312006,20180326124103848000_PJM_COMED_9260312006.json,"1,236,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239527000,01/01/2019,03/26/2018,"2,360,931",03/26/2018,20180326123909014000_PJM_COMED_5239527000,20180326123909014000_PJM_COMED_5239527000.json,"907,580"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0714636003,01/01/2019,03/26/2018,"2,360,933",03/26/2018,20180326123704196000_PJM_COMED_0714636003,20180326123704196000_PJM_COMED_0714636003.json,"146,210"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2685142010,01/01/2019,03/26/2018,"2,360,934",03/26/2018,20180326123808501000_PJM_COMED_2685142010,20180326123808501000_PJM_COMED_2685142010.json,"8,113"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5931830004,01/01/2019,03/26/2018,"2,360,935",03/26/2018,20180326123702215000_PJM_COMED_5931830004,20180326123702215000_PJM_COMED_5931830004.json,"6,440"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6416839002,01/01/2019,03/26/2018,"2,360,936",03/26/2018,20180326123800904000_PJM_COMED_6416839002,20180326123800904000_PJM_COMED_6416839002.json,"5,769"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0441057067,01/01/2019,03/26/2018,"2,360,937",03/26/2018,20180326123703682000_PJM_COMED_0441057067,20180326123703682000_PJM_COMED_0441057067.json,"88,408"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5261595005,01/01/2019,03/26/2018,"2,360,938",03/26/2018,20180326123909451000_PJM_COMED_5261595005,20180326123909451000_PJM_COMED_5261595005.json,"2,213,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2055103067,01/01/2019,03/26/2018,"2,360,939",03/26/2018,20180326124002227000_PJM_COMED_2055103067,20180326124002227000_PJM_COMED_2055103067.json,"52,942"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1122098025,01/01/2019,03/26/2018,"2,360,940",03/26/2018,20180326124106360000_PJM_COMED_1122098025,20180326124106360000_PJM_COMED_1122098025.json,"514,970"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0291162199,01/01/2019,03/26/2018,"2,360,941",03/26/2018,20180326124007469000_PJM_COMED_0291162199,20180326124007469000_PJM_COMED_0291162199.json,"25,410"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2283105057,01/01/2019,03/26/2018,"2,360,942",03/26/2018,20180326123807284000_PJM_COMED_2283105057,20180326123807284000_PJM_COMED_2283105057.json,"35,002"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0368818008,01/01/2019,03/26/2018,"2,360,943",03/26/2018,20180326124007703000_PJM_COMED_0368818008,20180326124007703000_PJM_COMED_0368818008.json,"12,402,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0291086318,01/01/2019,03/26/2018,"2,360,944",03/26/2018,20180326123801231000_PJM_COMED_0291086318,20180326123801231000_PJM_COMED_0291086318.json,"794,920"
1-GYZPT2,1-A2S32T,4,PJM_COMED_8362238004,01/01/2019,03/26/2018,"2,360,945",03/26/2018,20180326124001104000_PJM_COMED_8362238004,20180326124001104000_PJM_COMED_8362238004.json,"85,926"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015022087,01/01/2019,03/26/2018,"2,360,946",03/26/2018,20180326124101820000_PJM_COMED_6015022087,20180326124101820000_PJM_COMED_6015022087.json,"6,095"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015076012,01/01/2019,03/26/2018,"2,360,947",03/26/2018,20180326123901792000_PJM_COMED_6015076012,20180326123901792000_PJM_COMED_6015076012.json,"10,443"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1106271006,01/01/2019,03/26/2018,"2,360,948",03/26/2018,20180326124104691000_PJM_COMED_1106271006,20180326124104691000_PJM_COMED_1106271006.json,"1,404,400"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0465139002,01/01/2019,03/26/2018,"2,360,949",03/26/2018,20180326124007781000_PJM_COMED_0465139002,20180326124007781000_PJM_COMED_0465139002.json,"973,330"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0767409012,01/01/2019,03/26/2018,"2,360,950",03/26/2018,20180326123902150000_PJM_COMED_0767409012,20180326123902150000_PJM_COMED_0767409012.json,"1,122,100"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4893180002,01/01/2019,03/26/2018,"2,360,951",03/26/2018,20180326123901261000_PJM_COMED_4893180002,20180326123901261000_PJM_COMED_4893180002.json,"957,340"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4483567008,01/01/2019,03/26/2018,"2,360,952",03/26/2018,20180326123706271000_PJM_COMED_4483567008,20180326123706271000_PJM_COMED_4483567008.json,"40,665"
1-GYZPT2,1-A2S32T,4,PJM_COMED_8362239001,01/01/2019,03/26/2018,"2,360,953",03/26/2018,20180326124110510000_PJM_COMED_8362239001,20180326124110510000_PJM_COMED_8362239001.json,"5,979"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0938580002,01/01/2019,03/26/2018,"2,360,954",03/26/2018,20180326123813883000_PJM_COMED_0938580002,20180326123813883000_PJM_COMED_0938580002.json,"1,901,900"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0776223002,01/01/2019,03/26/2018,"2,360,955",03/26/2018,20180326124001946000_PJM_COMED_0776223002,20180326124001946000_PJM_COMED_0776223002.json,"32,087"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0579135050,01/01/2019,03/26/2018,"2,360,956",03/26/2018,20180326123801637000_PJM_COMED_0579135050,20180326123801637000_PJM_COMED_0579135050.json,"3,292,900"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6407016000,01/01/2019,03/26/2018,"2,360,957",03/26/2018,20180326123910512000_PJM_COMED_6407016000,20180326123910512000_PJM_COMED_6407016000.json,328
1-GYZPT2,1-A2S32T,4,PJM_COMED_2375098027,01/01/2019,03/26/2018,"2,360,958",03/26/2018,20180326123902400000_PJM_COMED_2375098027,20180326123902400000_PJM_COMED_2375098027.json,"723,810"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2529343004,01/01/2019,03/26/2018,"2,360,959",03/26/2018,20180326123901074000_PJM_COMED_2529343004,20180326123901074000_PJM_COMED_2529343004.json,"9,842"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5733349002,01/01/2019,03/26/2018,"2,360,960",03/26/2018,20180326133101805000_PJM_COMED_5733349002,20180326133101805000_PJM_COMED_5733349002.json,"1,021,900"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0243047056,01/01/2019,03/26/2018,"2,360,961",03/26/2018,20180326123902010000_PJM_COMED_0243047056,20180326123902010000_PJM_COMED_0243047056.json,"155,840"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015009002,01/01/2019,03/26/2018,"2,360,962",03/26/2018,20180326133601923000_PJM_COMED_6015009002,20180326133601923000_PJM_COMED_6015009002.json,"2,167"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376185056,01/01/2019,03/26/2018,"2,360,963",03/26/2018,20180326124003990000_PJM_COMED_2376185056,20180326124003990000_PJM_COMED_2376185056.json,"42,672"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2216278001,01/01/2019,03/26/2018,"2,360,964",03/26/2018,20180326123815037000_PJM_COMED_2216278001,20180326123815037000_PJM_COMED_2216278001.json,"1,440,700"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239563006,01/01/2019,03/26/2018,"2,360,965",03/26/2018,20180326123701747000_PJM_COMED_5239563006,20180326123701747000_PJM_COMED_5239563006.json,"4,460"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6159036018,01/01/2019,03/26/2018,"2,360,966",03/26/2018,20180326123800763000_PJM_COMED_6159036018,20180326123800763000_PJM_COMED_6159036018.json,"9,619"
1-GYZPT2,1-A2S32T,4,PJM_COMED_3661519001,01/01/2019,03/26/2018,"2,360,967",03/26/2018,20180326124106407000_PJM_COMED_3661519001,20180326124106407000_PJM_COMED_3661519001.json,"19,164"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376200067,01/01/2019,03/26/2018,"2,360,969",03/26/2018,20180326123900809000_PJM_COMED_2376200067,20180326123900809000_PJM_COMED_2376200067.json,"11,784"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015053000,01/01/2019,03/26/2018,"2,360,970",03/26/2018,20180326124006798000_PJM_COMED_6015053000,20180326124006798000_PJM_COMED_6015053000.json,"5,862"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376197010,01/01/2019,03/26/2018,"2,360,971",03/26/2018,20180326123900684000_PJM_COMED_2376197010,20180326123900684000_PJM_COMED_2376197010.json,"11,612"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239554007,01/01/2019,03/26/2018,"2,360,972",03/26/2018,20180326123701591000_PJM_COMED_5239554007,20180326123701591000_PJM_COMED_5239554007.json,"2,157"
1-GYZPT2,1-A2S32T,4,PJM_COMED_8087513002,01/01/2019,03/26/2018,"2,360,973",03/26/2018,20180326123812510000_PJM_COMED_8087513002,20180326123812510000_PJM_COMED_8087513002.json,"5,245"
1-GYZPT2,1-A2S32T,4,PJM_COMED_7683136028,01/01/2019,03/26/2018,"2,360,974",03/26/2018,20180326124000995000_PJM_COMED_7683136028,20180326124000995000_PJM_COMED_7683136028.json,"15,069"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1873105046,01/01/2019,03/26/2018,"2,360,975",03/26/2018,20180326123700484000_PJM_COMED_1873105046,20180326123700484000_PJM_COMED_1873105046.json,"80,813"
